ID	ALIGNMENT	COGID	CONCEPT	DOCULECT	FORM	NOTE	TOKENS	TYPE
2174	w æj . H	1087	快 (xia)	Baxter		?	w æj . H	2 xia
2175	i e m ˩˥	1088	念 (xia)	Zhou		?	i e m ˩˥	2 xia
2176	. e m H	1088	念 (xia)	Baxter		?	. e m H	2 xia
2177	u ə t .	1089	忽 (xia)	Zhou		?	u ə t .	2 xia
2178	w o t .	1089	忽 (xia)	Baxter		?	w o t .	2 xia
1367	s ĭ	684	思 (shang)	Zhou		?	s ĭ	2 shang
1368	s j	684	思 (shang)	Baxter		?	s j	2 shang
891	ĭ ĕ p .	446	急 (xia)	Zhou		?	ĭ ĕ p .	1 xia
892	. i p .	446	急 (xia)	Baxter		?	. i p .	1 xia
2179	ĭw ɐ n ˩˥	1090	怨 (xia)	Zhou		?	ĭw ɐ n ˩˥	2 xia
2180	jw o n H	1090	怨 (xia)	Baxter		?	jw o n H	2 xia
2181	w ɐi . ˩˥	1091	怪 (xia)	Zhou		?	w ɐi . ˩˥	2 xia
2182	w ɛj . H	1091	怪 (xia)	Baxter		?	w ɛj . H	2 xia
2183	ĭ ɐ p .	1092	怯 (xia)	Zhou		?	ĭ ɐ p .	2 xia
2184	j æ p .	1092	怯 (xia)	Baxter		?	j æ p .	2 xia
2185	ĭ o . ˩˥	1093	恕 (xia)	Zhou		?	ĭ o . ˩˥	2 xia
2186	j o . H	1093	恕 (xia)	Baxter		?	j o . H	2 xia
893	ĭw e . ˩˥	447	恚 (xia)	Zhou		?	ĭw e . ˩˥	1 xia
894	jw e . H	447	恚 (xia)	Baxter		?	jw e . H	1 xia
2187	u ɒi . ˩	1094	恢 (xia)	Zhou		?	u ɒi . ˩	2 xia
2188	w oj . .	1094	恢 (xia)	Baxter		?	w oj . .	2 xia
671	ţʰ .	336	恥 (shang)	Zhou		?	ţʰ .	1 shang
672	trh .	336	恥 (shang)	Baxter		?	trh .	1 shang
333	. ə n ˩˥	167	恨 (xia)	Zhou	kən˩˥ / ŋən˩˥ / ʔən˩˥	?	. ə n ˩˥	0 xia
334	. o n H	167	恨 (xia)	Baxter	kən˩˥ / ŋən˩˥ / ʔən˩˥	?	. o n H	0 xia
335	. ə n ˩	168	恩 (xia)	Zhou	ɣən˩	?	. ə n ˩	0 xia
336	. o n .	168	恩 (xia)	Baxter	ɣən˩	?	. o n .	0 xia
83	kʰ .	42	恪 (shang)	Zhou	kʰæt / kʰəu˥˩	?	kʰ .	0 shang
84	kh .	42	恪 (shang)	Baxter	kʰæt / kʰəu˥˩	?	kh .	0 shang
895	ĭw o ŋ ˥˩	448	恭 (xia)	Zhou		?	ĭw o ŋ ˥˩	1 xia
896	j ow ng .	448	恭 (xia)	Baxter		?	j ow ng .	1 xia
1369	s ĭ	685	息 (shang)	Zhou		?	s ĭ	2 shang
1370	s .	685	息 (shang)	Baxter		?	s .	2 shang
85	j ĭw	43	恱 (shang)	Zhou	jĭwe˩	?	j ĭw	0 shang
86	y w	43	恱 (shang)	Baxter	jĭwe˩	?	y w	0 shang
2189	ĭw ɛ t .	1095	恱 (xia)	Zhou		?	ĭw ɛ t .	2 xia
2190	w e t .	1095	恱 (xia)	Baxter		?	w e t .	2 xia
1371	s ĭ	686	悉 (shang)	Zhou		?	s ĭ	2 shang
1372	s j	686	悉 (shang)	Baxter		?	s j	2 shang
2191	ĭ ĕ t .	1096	悉 (xia)	Zhou		?	ĭ ĕ t .	2 xia
2192	j i t .	1096	悉 (xia)	Baxter		?	j i t .	2 xia
2193	ĭw o ŋ ˥	1097	悚 (xia)	Zhou		?	ĭw o ŋ ˥	2 xia
2194	j ow ng X	1097	悚 (xia)	Baxter		?	j ow ng X	2 xia
2195	w a n ˩˥	1098	患 (xia)	Zhou		?	w a n ˩˥	2 xia
2196	w æ n H	1098	患 (xia)	Baxter		?	w æ n H	2 xia
337	ĭw ɛ t .	169	悦 (xia)	Zhou	tsĭwɛt	?	ĭw ɛ t .	0 xia
338	j e t .	169	悦 (xia)	Baxter	tsĭwɛt	?	j e t .	0 xia
2197	. i . ˩	1099	悲 (xia)	Zhou		?	. i . ˩	2 xia
2198	. ij . .	1099	悲 (xia)	Baxter		?	. ij . .	2 xia
2199	u ə n ˩˥	1100	悶 (xia)	Zhou		?	u ə n ˩˥	2 xia
2200	w o n H	1100	悶 (xia)	Baxter		?	w o n H	2 xia
2201	w i . ˩˥	1101	悸 (xia)	Zhou		?	w i . ˩˥	2 xia
2202	jw ij . H	1101	悸 (xia)	Baxter		?	jw ij . H	2 xia
1373	dzʰ ĭw	687	情 (shang)	Zhou		?	dzʰ ĭw	2 shang
1374	dz jw	687	情 (shang)	Baxter		?	dz jw	2 shang
339	ĭ ɛ ŋ ˥˩	170	情 (xia)	Zhou	tsʰĭɛŋ˥˩	?	ĭ ɛ ŋ ˥˩	0 xia
340	j e ng .	170	情 (xia)	Baxter	tsʰĭɛŋ˥˩	?	j e ng .	0 xia
341	iw ei . ˩˥	171	惠 (xia)	Zhou	kiwei˩˥ / xiwei˩˥	?	iw ei . ˩˥	0 xia
342	jw ej . H	171	惠 (xia)	Baxter	kiwei˩˥ / xiwei˩˥	?	jw ej . H	0 xia
1375	ŋ ĭw	688	愚 (shang)	Zhou		?	ŋ ĭw	2 shang
1376	ng jw	688	愚 (shang)	Baxter		?	ng jw	2 shang
87	ʔ .	44	愛 (shang)	Zhou	ʔək	?	ʔ .	0 shang
88	' .	44	愛 (shang)	Baxter	ʔək	?	' .	0 shang
3275	. oj . H	1641	愛 (xia)	Baxter	ʔojH	new	. oj . H	
3280	. ɒi . ˩˥	1641	愛 (xia)	Zhou	kʰɒi˩˥	new	. ɒi . ˩˥	
343	i e p .	172	愜 (xia)	Zhou	tiep	?	i e p .	0 xia
344	j e p .	172	愜 (xia)	Baxter	tiep	?	j e p .	0 xia
2203	. ɒ m ˥	1102	感 (xia)	Zhou		?	. ɒ m ˥	2 xia
2204	. o m X	1102	感 (xia)	Baxter		?	. o m X	2 xia
2205	w i . ˩˥	1103	愧 (xia)	Zhou		?	w i . ˩˥	2 xia
2206	w ij . H	1103	愧 (xia)	Baxter		?	w ij . H	2 xia
345	. ɒi . ˥	173	愷 (xia)	Zhou	pʰɒi˥	?	. ɒi . ˥	0 xia
346	. oj . X	173	愷 (xia)	Baxter	pʰɒi˥	?	. oj . X	0 xia
347	. ɔ ŋ ˥	174	慃 (xia)	Zhou	xɔŋ˥	?	. ɔ ŋ ˥	0 xia
348	. æw ng X	174	慃 (xia)	Baxter	xɔŋ˥	?	. æw ng X	0 xia
1377	dzʰ ĭ	689	慈 (shang)	Zhou		?	dzʰ ĭ	2 shang
1378	dz j	689	慈 (shang)	Baxter		?	dz j	2 shang
1379	m .	690	慕 (shang)	Zhou		?	m .	2 shang
1380	m .	690	慕 (shang)	Baxter		?	m .	2 shang
2207	w a n ˩˥	1104	慣 (xia)	Zhou		?	w a n ˩˥	2 xia
2208	w æ n H	1104	慣 (xia)	Baxter		?	w æ n H	2 xia
897	ĭ o . ˩˥	449	慮 (xia)	Zhou		?	ĭ o . ˩˥	1 xia
898	j o . H	449	慮 (xia)	Baxter		?	j o . H	1 xia
2209	ĭ ɐ ŋ ˩˥	1105	慶 (xia)	Zhou		?	ĭ ɐ ŋ ˩˥	2 xia
2210	j æ ng H	1105	慶 (xia)	Baxter		?	j æ ng H	2 xia
89	ʔ ĭw	45	憂 (shang)	Zhou	ʔĭwak	?	ʔ ĭw	0 shang
90	' jw	45	憂 (shang)	Baxter	ʔĭwak	?	' jw	0 shang
349	ĭ ɛi . ˩˥	175	憩 (xia)	Zhou	gʰĭɛi˩˥	?	ĭ ɛi . ˩˥	0 xia
350	j ej . H	175	憩 (xia)	Baxter	gʰĭɛi˩˥	?	j ej . H	0 xia
2211	ĭw ɐ ŋ ˥	1106	憬 (xia)	Zhou		?	ĭw ɐ ŋ ˥	2 xia
2212	jw æ ng X	1106	憬 (xia)	Baxter		?	jw æ ng X	2 xia
1381	ʔ ĭ	691	憶 (shang)	Zhou		?	ʔ ĭ	2 shang
1382	' j	691	憶 (shang)	Baxter		?	' j	2 shang
2213	. ai . ˩˥	1107	懈 (xia)	Zhou		?	. ai . ˩˥	2 xia
2214	. ɛ . H	1107	懈 (xia)	Baxter		?	. ɛ . H	2 xia
2215	ĭ ə ŋ ˩˥	1108	應 (xia)	Zhou		?	ĭ ə ŋ ˩˥	2 xia
2216	. i ng H	1108	應 (xia)	Baxter		?	. i ng H	2 xia
3191	. æ m H	1596	懴 (xia)	Baxter	tsrhaemH	new	. æ m H	
3192	. a m ˩˥	1596	懴 (xia)	Zhou	dʒʰam˩˥	new	. a m ˩˥	
91	ɣ w	46	懷 (shang)	Zhou	ɣwai˥	?	ɣ w	0 shang
92	h w	46	懷 (shang)	Baxter	ɣwai˥	?	h w	0 shang
2217	w ɐi . ˥˩	1109	懷 (xia)	Zhou		?	w ɐi . ˥˩	2 xia
2218	w ɛj . .	1109	懷 (xia)	Baxter		?	w ɛj . .	2 xia
899	. a m ˩˥	450	懺 (xia)	Zhou		?	. a m ˩˥	1 xia
900	. æ m H	450	懺 (xia)	Baxter		?	. æ m H	1 xia
2219	ĭw ɛ n ˩˥	1110	戀 (xia)	Zhou		?	ĭw ɛ n ˩˥	2 xia
2220	jw e n H	1110	戀 (xia)	Baxter		?	jw e n H	2 xia
2221	u ɑ . ˩	1111	戈 (xia)	Zhou		?	u ɑ . ˩	2 xia
2222	w a . .	1111	戈 (xia)	Baxter		?	w a . .	2 xia
2223	ĭ u . ˩˥	1112	戍 (xia)	Zhou		?	ĭ u . ˩˥	2 xia
2224	j u . H	1112	戍 (xia)	Baxter		?	j u . H	2 xia
2225	ĭ u ŋ ˩	1113	戎 (xia)	Zhou		?	ĭ u ŋ ˩	2 xia
2226	j uw ng .	1113	戎 (xia)	Baxter		?	j uw ng .	2 xia
93	ʑ i	47	成 (shang)	Zhou	ʑiei˩	?	ʑ i	0 shang
94	dzy .	47	成 (shang)	Baxter	ʑiei˩	?	dzy .	0 shang
901	ĭ ɛ ŋ ˩	451	成 (xia)	Zhou		?	ĭ ɛ ŋ ˩	1 xia
902	j e ng .	451	成 (xia)	Baxter		?	j e ng .	1 xia
2227	. ɑ . ˥	1114	我 (xia)	Zhou		?	. ɑ . ˥	2 xia
2228	. a . X	1114	我 (xia)	Baxter		?	. a . X	2 xia
3273	. eaj . H	1639	戒 (xia)	Baxter	keajH	new	. eaj . H	
3282	. ɐi . ˩˥	1639	戒 (xia)	Zhou	kʰɐi˩˥	new	. ɐi . ˩˥	
2229	u ə k .	1115	或 (xia)	Zhou		?	u ə k .	2 xia
2230	w o k .	1115	或 (xia)	Baxter		?	w o k .	2 xia
2231	ĭ ɐ k .	1116	戟 (xia)	Zhou		?	ĭ ɐ k .	2 xia
2232	j æ k .	1116	戟 (xia)	Baxter		?	j æ k .	2 xia
351	ĭ ĕ p .	176	戢 (xia)	Zhou	ʧʰĭĕp / dʒʰĭĕp	?	ĭ ĕ p .	0 xia
352	j i p .	176	戢 (xia)	Baxter	ʧʰĭĕp / dʒʰĭĕp	?	j i p .	0 xia
2233	ĭ ɛ n ˩˥	1117	戰 (xia)	Zhou		?	ĭ ɛ n ˩˥	2 xia
2234	. e n H	1117	戰 (xia)	Baxter		?	. e n H	2 xia
1383	ɣ .	692	戸 (shang)	Zhou		?	ɣ .	2 shang
1384	h .	692	戸 (shang)	Baxter		?	h .	2 shang
2235	. u . ˥	1118	戸 (xia)	Zhou		?	. u . ˥	2 xia
2236	. u . X	1118	戸 (xia)	Baxter		?	. u . X	2 xia
353	. æ k .	177	戹 (xia)	Zhou	ɳæk	?	. æ k .	0 xia
354	. ɛ k .	177	戹 (xia)	Baxter	ɳæk	?	. ɛ k .	0 xia
355	i ei . ˩˥	178	戾 (xia)	Zhou	ţʰiei˩˥	?	i ei . ˩˥	0 xia
356	j ej . H	178	戾 (xia)	Baxter	ţʰiei˩˥	?	j ej . H	0 xia
1385	bʰ ĭw	693	房 (shang)	Zhou		?	bʰ ĭw	2 shang
1386	b j	693	房 (shang)	Baxter		?	b j	2 shang
1387	ʃ .	694	所 (shang)	Zhou		?	ʃ .	2 shang
1388	sr .	694	所 (shang)	Baxter		?	sr .	2 shang
903	iw e ŋ ˩	452	扃 (xia)	Zhou		?	iw e ŋ ˩	1 xia
904	jw e ng .	452	扃 (xia)	Baxter		?	jw e ng .	1 xia
3311	. e n H	1657	扇 (xia)	Baxter	syenH	new	. e n H	
3319	ĭ ɛ n ˩˥	1657	扇 (xia)	Zhou	ţĭɛn˩˥	new	ĭ ɛ n ˩˥	
1389	dzʰ ĭ	695	才 (shang)	Zhou		?	dzʰ ĭ	2 shang
1390	dz j	695	才 (shang)	Baxter		?	dz j	2 shang
2237	. ɒi . ˥˩	1119	才 (xia)	Zhou		?	. ɒi . ˥˩	2 xia
2238	. oj . .	1119	才 (xia)	Baxter		?	. oj . .	2 xia
357	. ɐ ŋ ˥	179	打 (xia)	Zhou	lɐŋ˥	?	. ɐ ŋ ˥	0 xia
358	. æ ng X	179	打 (xia)	Baxter	lɐŋ˥	?	. æ ng X	0 xia
1391	bʰ ĭ	696	扶 (shang)	Zhou		?	bʰ ĭ	2 shang
1392	b j	696	扶 (shang)	Baxter		?	b j	2 shang
1393	ʑ ĭ	697	承 (shang)	Zhou		?	ʑ ĭ	2 shang
1394	dzy .	697	承 (shang)	Baxter		?	dzy .	2 shang
3118	pʰ ĭ	1590	披 (shang)	Zhou	'pʰĭɛn˥', '披		pʰ ĭ	
3122	pʰ ĭ	1586	披 (shang)	Zhou	pʰĭe˩˥', '披		pʰ ĭ	
3174	ph j	1586	披 (shang)	Baxter			ph j	
3182	ph j	1590	披 (shang)	Baxter			ph j	
905	. ɑu . ˥	453	抱 (xia)	Zhou		?	. ɑu . ˥	1 xia
906	. aw . X	453	抱 (xia)	Baxter		?	. aw . X	1 xia
3133	trh j	1576	抽 (shang)	Baxter	ţʰĭo˩˥', '抽		trh j	
3134	ţʰ ĭ	1576	抽 (shang)	Zhou	ţʰĭo˩˥', '抽		ţʰ ĭ	
95	pʰ ĭw	48	拂 (shang)	Zhou	pʰĭwɐt	?	pʰ ĭw	0 shang
96	ph j	48	拂 (shang)	Baxter	pʰĭwɐt	?	ph j	0 shang
97	ɳ .	49	拏 (shang)	Zhou	ɳɐŋ˥	?	ɳ .	0 shang
98	nr .	49	拏 (shang)	Baxter	ɳɐŋ˥	?	nr .	0 shang
2239	. æ t .	1120	拔 (xia)	Zhou		?	. æ t .	2 xia
2240	. ɛ t .	1120	拔 (xia)	Baxter		?	. ɛ t .	2 xia
907	ĭ ɛu . ˥˩	454	招 (xia)	Zhou		?	ĭ ɛu . ˥˩	1 xia
908	j ew . .	454	招 (xia)	Baxter		?	j ew . .	1 xia
2241	. ɐi . ˩˥	1121	拜 (xia)	Zhou		?	. ɐi . ˩˥	2 xia
2242	. ɛj . H	1121	拜 (xia)	Baxter		?	. ɛj . H	2 xia
2243	u ɑ t .	1122	括 (xia)	Zhou		?	u ɑ t .	2 xia
2244	w a t .	1122	括 (xia)	Baxter		?	w a t .	2 xia
359	ĭ ə ŋ ˥	180	拯 (xia)	Zhou	ţʰĭəŋ˥ / gʰĭəŋ˥	?	ĭ ə ŋ ˥	0 xia
360	. i ng X	180	拯 (xia)	Baxter	ţʰĭəŋ˥ / gʰĭəŋ˥	?	. i ng X	0 xia
361	ĭw o ŋ ˥	181	拱 (xia)	Zhou	sĭwoŋ˥ / xĭwoŋ˥	?	ĭw o ŋ ˥	0 xia
362	jw ow ng X	181	拱 (xia)	Baxter	sĭwoŋ˥ / xĭwoŋ˥	?	jw ow ng X	0 xia
673	ɖʰ ĭ	337	持 (shang)	Zhou		?	ɖʰ ĭ	1 shang
674	dr j	337	持 (shang)	Baxter		?	dr j	1 shang
909	ĭ ə . ˥˩	455	持 (xia)	Zhou		?	ĭ ə . ˥˩	1 xia
910	. i . .	455	持 (xia)	Baxter		?	. i . .	1 xia
2245	. ɑ n ˩˥	1123	按 (xia)	Zhou		?	. ɑ n ˩˥	2 xia
2246	. a n H	1123	按 (xia)	Baxter		?	. a n H	2 xia
3277	. i n .	1643	振 (xia)	Baxter	tsyin	new	. i n .	
3278	ĭ ĕ n ˩˥	1643	振 (xia)	Zhou	nʑĭĕn˩˥	new	ĭ ĕ n ˩˥	
675	ʔ ĭ	338	挹 (shang)	Zhou		?	ʔ ĭ	1 shang
676	' j	338	挹 (shang)	Baxter		?	' j	1 shang
2247	i e ŋ ˥	1124	挺 (xia)	Zhou		?	i e ŋ ˥	2 xia
2248	. e ng X	1124	挺 (xia)	Baxter		?	. e ng X	2 xia
99	bʰ u	50	捕 (shang)	Zhou	bʰuɑ˥	?	bʰ u	0 shang
100	b .	50	捕 (shang)	Baxter	bʰuɑ˥	?	b .	0 shang
363	ĭw e . ˥	182	捶 (xia)	Zhou	jĭwe˥	?	ĭw e . ˥	0 xia
364	w e . X	182	捶 (xia)	Baxter	jĭwe˥	?	w e . X	0 xia
911	ĭ a ŋ ˥	456	掌 (xia)	Zhou		?	ĭ a ŋ ˥	1 xia
912	j ae ng X	456	掌 (xia)	Baxter		?	j æ ng X	1 xia
913	ĭ ɛ p .	457	接 (xia)	Zhou		?	ĭ ɛ p .	1 xia
914	j e p .	457	接 (xia)	Baxter		?	j e p .	1 xia
2249	ĭw ɛ n ˩˥	1125	掾 (xia)	Zhou		?	ĭw ɛ n ˩˥	2 xia
2250	jwi e n H	1125	掾 (xia)	Baxter		?	jwi e n H	2 xia
2251	. u ŋ ˥	1126	揔 (xia)	Zhou		?	. u ŋ ˥	2 xia
2252	. uw ng X	1126	揔 (xia)	Baxter		?	. uw ng X	2 xia
2253	u ɑ n ˩˥	1127	換 (xia)	Zhou		?	u ɑ n ˩˥	2 xia
2254	w a n H	1127	換 (xia)	Baxter		?	w a n H	2 xia
101	ʔ .	51	握 (shang)	Zhou	ʔɔŋ˥˩	?	ʔ .	0 shang
102	' .	51	握 (shang)	Baxter	ʔɔŋ˥˩	?	' .	0 shang
915	u ə n ˥	458	損 (xia)	Zhou		?	u ə n ˥	1 xia
916	w o n X	458	損 (xia)	Baxter		?	w o n X	1 xia
365	w æ k .	183	摑 (xia)	Zhou	ʧwæk	?	w æ k .	0 xia
366	w ɛ k .	183	摑 (xia)	Baxter	ʧwæk	?	w ɛ k .	0 xia
367	. æ k .	184	摘 (xia)	Zhou	læk	?	. æ k .	0 xia
368	. ɛ k .	184	摘 (xia)	Baxter	læk	?	. ɛ k .	0 xia
3139	m w	1568	摸 (shang)	Baxter	'muɑ˩˥', '摸		m w	
3140	m u	1568	摸 (shang)	Zhou	'muɑ˩˥', '摸		m u	
369	w ɐ ŋ ˥˩	185	撗 (xia)	Zhou	xwɐŋ˥˩	?	w ɐ ŋ ˥˩	0 xia
370	w æ ng .	185	撗 (xia)	Baxter	xwɐŋ˥˩	?	w æ ng .	0 xia
2255	u ɑ t .	1128	撥 (xia)	Zhou		?	u ɑ t .	2 xia
2256	. a t .	1128	撥 (xia)	Baxter		?	. a t .	2 xia
677	pʰ .	339	撫 (shang)	Zhou		?	pʰ .	1 shang
678	ph .	339	撫 (shang)	Baxter		?	ph .	1 shang
2257	i e k .	1129	擊 (xia)	Zhou		?	i e k .	2 xia
2258	. e k .	1129	擊 (xia)	Baxter		?	. e k .	2 xia
2259	ĭ o . ˩˥	1130	據 (xia)	Zhou		?	ĭ o . ˩˥	2 xia
2260	j o . H	1130	據 (xia)	Baxter		?	j o . H	2 xia
103	ŋ .	52	擬 (shang)	Zhou	ŋɐi˩	?	ŋ .	0 shang
104	ng .	52	擬 (shang)	Baxter	ŋɐi˩	?	ng .	0 shang
371	ĭ ə . ˥	186	擬 (xia)	Zhou	ʔĭə˥	?	ĭ ə . ˥	0 xia
372	. i . X	186	擬 (xia)	Baxter	ʔĭə˥	?	. i . X	0 xia
373	w ɐ k .	187	擭 (xia)	Zhou	kʰwɐk	?	w ɐ k .	0 xia
374	w æ k .	187	擭 (xia)	Baxter	kʰwɐk	?	w æ k .	0 xia
2261	iw ei . ˥˩	1131	攜 (xia)	Zhou		?	iw ei . ˥˩	2 xia
2262	w ej . .	1131	攜 (xia)	Baxter		?	w ej . .	2 xia
375	ĭ ɛ p .	188	攝 (xia)	Zhou	ʑĭɛp	?	ĭ ɛ p .	0 xia
376	j e p .	188	攝 (xia)	Baxter	ʑĭɛp	?	j e p .	0 xia
917	ĭw ɛ n ˩	459	攣 (xia)	Zhou		?	ĭw ɛ n ˩	1 xia
918	jw e n .	459	攣 (xia)	Baxter		?	jw e n .	1 xia
3120	tɕ ĭ	1588	支 (shang)	Zhou	tɕĭe˩˥', '支		tɕ ĭ	
3178	tsy .	1588	支 (shang)	Baxter			tsy .	
2263	ĭ e . ˩	1132	支 (xia)	Zhou		?	ĭ e . ˩	2 xia
2264	j e . .	1132	支 (xia)	Baxter		?	j e . .	2 xia
2265	. ɒi . ˥	1133	改 (xia)	Zhou		?	. ɒi . ˥	2 xia
2266	. oj . X	1133	改 (xia)	Baxter		?	. oj . X	2 xia
2267	ĭw a ŋ ˩˥	1134	放 (xia)	Zhou		?	ĭw a ŋ ˩˥	2 xia
2268	jw a ng H	1134	放 (xia)	Baxter		?	jw a ng H	2 xia
2269	ĭ ɛ ŋ ˩˥	1135	政 (xia)	Zhou		?	ĭ ɛ ŋ ˩˥	2 xia
2270	j e ng H	1135	政 (xia)	Baxter		?	j e ng H	2 xia
2271	. u . ˩˥	1136	故 (xia)	Zhou		?	. u . ˩˥	2 xia
2272	. u . H	1136	故 (xia)	Baxter		?	. u . H	2 xia
2273	. au . ˩˥	1137	敎 (xia)	Zhou		?	. au . ˩˥	2 xia
2274	. æw . H	1137	敎 (xia)	Baxter		?	. æw . H	2 xia
919	ĭw ĕ n ˥	460	敏 (xia)	Zhou		?	ĭw ĕ n ˥	1 xia
920	w i n X	460	敏 (xia)	Baxter		?	w i n X	1 xia
2275	ĭ əu . ˩˥	1138	救 (xia)	Zhou		?	ĭ əu . ˩˥	2 xia
2276	j uw . H	1138	救 (xia)	Baxter		?	j uw . H	2 xia
1395	ţʰ ĭ	698	敕 (shang)	Zhou		?	ţʰ ĭ	2 shang
1396	trh j	698	敕 (shang)	Baxter		?	trh j	2 shang
921	. ɑ m ˥	461	敢 (xia)	Zhou		?	. ɑ m ˥	1 xia
922	. a m X	461	敢 (xia)	Baxter		?	. a m X	1 xia
2277	. ɐ ŋ ˩˥	1139	敬 (xia)	Zhou		?	. ɐ ŋ ˩˥	2 xia
2278	j æ ng H	1139	敬 (xia)	Baxter		?	j æ ng H	2 xia
2279	ĭ ɛ ŋ ˥	1140	整 (xia)	Zhou		?	ĭ ɛ ŋ ˥	2 xia
2280	j e ng X	1140	整 (xia)	Baxter		?	j e ng X	2 xia
1397	pʰ ĭ	699	敷 (shang)	Zhou		?	pʰ ĭ	2 shang
1398	ph j	699	敷 (shang)	Baxter		?	ph j	2 shang
679	ʃ w	340	數 (shang)	Zhou		?	ʃ w	1 shang
680	sr w	340	數 (shang)	Baxter		?	sr w	1 shang
923	ĭ ɛ m ˥	462	斂 (xia)	Zhou		?	ĭ ɛ m ˥	1 xia
924	j e m X	462	斂 (xia)	Baxter		?	j e m X	1 xia
1399	m ĭ	700	文 (shang)	Zhou		?	m ĭ	2 shang
1400	m j	700	文 (shang)	Baxter		?	m j	2 shang
2281	ĭ uə n ˥˩	1141	文 (xia)	Zhou		?	ĭ uə n ˥˩	2 xia
2282	j u n .	1141	文 (xia)	Baxter		?	j u n .	2 xia
377	. əu . ˥	189	斗 (xia)	Zhou	ləu˥	?	. əu . ˥	0 xia
378	. uw . X	189	斗 (xia)	Baxter	ləu˥	?	. uw . X	0 xia
2283	ĭ ə n ˥˩	1142	斤 (xia)	Zhou		?	ĭ ə n ˥˩	2 xia
2284	j ɨ n .	1142	斤 (xia)	Baxter		?	j ɨ n .	2 xia
379	. ɐ m ˥	190	斬 (xia)	Zhou	ɣɐm˥ / kɐm˥ / ʃɐm˥ / xɐm˥	?	. ɐ m ˥	0 xia
380	. o m X	190	斬 (xia)	Baxter	ɣɐm˥ / kɐm˥ / ʃɐm˥ / xɐm˥	?	. o m X	0 xia
1401	s ĭ	701	斯 (shang)	Zhou		?	s ĭ	2 shang
1402	s j	701	斯 (shang)	Baxter		?	s j	2 shang
1403	p ĭ	702	方 (shang)	Zhou		?	p ĭ	2 shang
1404	p j	702	方 (shang)	Baxter		?	p j	2 shang
2285	ĭw a ŋ ˩	1143	方 (xia)	Zhou		?	ĭw a ŋ ˩	2 xia
2286	j a ng .	1143	方 (xia)	Baxter		?	j a ng .	2 xia
1405	ʔ ĭ	703	於 (shang)	Zhou		?	ʔ ĭ	2 shang
1406	' j	703	於 (shang)	Baxter		?	' j	2 shang
1407	ɕ ĭ	704	施 (shang)	Zhou		?	ɕ ĭ	2 shang
1408	sy j	704	施 (shang)	Baxter		?	sy j	2 shang
381	. ɑ ŋ ˥˩	191	旁 (xia)	Zhou	pɑŋ˥˩	?	. ɑ ŋ ˥˩	0 xia
382	. a ng .	191	旁 (xia)	Baxter	pɑŋ˥˩	?	. a ng .	0 xia
2287	ĭ əi . ˩˥	1144	旣 (xia)	Zhou		?	ĭ əi . ˩˥	2 xia
2288	j ɨj . H	1144	旣 (xia)	Baxter		?	j ɨj . H	2 xia
2289	ĭ ĕ t .	1145	日 (xia)	Zhou		?	ĭ ĕ t .	2 xia
2290	. i t .	1145	日 (xia)	Baxter		?	. i t .	2 xia
3294	. a n H	1649	旦 (xia)	Baxter	tanH	new	. a n H	
3300	. ɑ n ˩˥	1649	旦 (xia)	Zhou	tʰɑn˩˥	new	. ɑ n ˩˥	
1409	tɕ .	705	旨 (shang)	Zhou		?	tɕ .	2 shang
1410	tsy .	705	旨 (shang)	Baxter		?	tsy .	2 shang
925	. ɑu . ˥	463	早 (xia)	Zhou		?	. ɑu . ˥	1 xia
926	. aw . X	463	早 (xia)	Baxter		?	. aw . X	1 xia
1411	z ĭw	706	旬 (shang)	Zhou		?	z ĭw	2 shang
1412	z jw	706	旬 (shang)	Baxter		?	z jw	2 shang
383	ĭu ĕ n ˩	192	旬 (xia)	Zhou	dzʰĭuĕn˩	?	ĭu ĕ n ˩	0 xia
384	w i n .	192	旬 (xia)	Baxter	dzʰĭuĕn˩	?	w i n .	0 xia
2291	. ɑ n ˩˥	1146	旰 (xia)	Zhou		?	. ɑ n ˩˥	2 xia
2292	. a n H	1146	旰 (xia)	Baxter		?	. a n H	2 xia
2293	. ɑ n ˥	1147	旱 (xia)	Zhou		?	. ɑ n ˥	2 xia
2294	. a n X	1147	旱 (xia)	Baxter		?	. a n X	2 xia
2295	u ə n ˥˩	1148	昆 (xia)	Zhou		?	u ə n ˥˩	2 xia
2296	w o n .	1148	昆 (xia)	Baxter		?	w o n .	2 xia
385	ĭw a ŋ ˥	193	昉 (xia)	Zhou	xĭwaŋ˥	?	ĭw a ŋ ˥	0 xia
386	jw a ng X	193	昉 (xia)	Baxter	xĭwaŋ˥	?	jw a ng X	0 xia
1413	tɕʰ ĭ	707	昌 (shang)	Zhou		?	tɕʰ ĭ	2 shang
1414	tsyh j	707	昌 (shang)	Baxter		?	tsyh .	2 shang
1415	m .	708	明 (shang)	Zhou		?	m .	2 shang
1416	m .	708	明 (shang)	Baxter		?	m .	2 shang
2297	ĭ ɐ ŋ ˥˩	1149	明 (xia)	Zhou		?	ĭ ɐ ŋ ˥˩	2 xia
2298	j æ ng .	1149	明 (xia)	Baxter		?	j æ ng .	2 xia
2299	ĭ ɛ k .	1150	易 (xia)	Zhou		?	ĭ ɛ k .	2 xia
2300	j e k .	1150	易 (xia)	Baxter		?	j e k .	2 xia
