Reading_Zhou	Reading_Baxter	Pinyin	Fanqie	Segments	Structure	Gloss	Guangyun_ID
j ĭ ĕ m ˩	yim	yín	餘針切	j i m /¹	i n c t	excess	w244b0505
j ĭ ĕ m ˩	yim	yín	餘針切	j i m /¹	i n c t	to covet	w244b0704
j ĭ ĕ n ˥	yenX	! yǎn / yǐn	余忍切	j e n /²	i n c t	flow out, extend	w322b0804
j ĭ ĕ n ˥	yinH	yǐn	余忍切	j i n /³	i n c t	draw the bow	w322b0603
j ĭ ĕ n ˥	yinX	yǐn	余忍切	j i n /²	i n c t	draw the bow	w322b0603
j ĭ ĕ n ˥	yinX	yǐn	余忍切	j i n /²	i n c t	earth-worm (khjuw.yinX)	w322b0702
j ĭ ĕ n ˥	yinX	yǐn	余忍切	j i n /²	i n c t	earthworm	w322b0703
j ĭ ĕ n ˩	yij	yín	翼眞切	j i j /¹	i n c t	3rd earthly branch	w148b0703
j ĭ ĕ n ˩	yin	yín	翼眞切	j i n /¹	i n c t	3rd earthly branch	w148b0703
j ĭ ĕ n ˩	yin	yín	翼眞切	j i n /¹	i n c t	small of the back, region of the reins	w148b0801
j ĭ ĕ n ˩	yinX	! yǐn / yín	翼眞切	j i n /²	i n c t	earthworm	w148b0804
j ĭ ĕ n ˩˥	yinH	! yǐn / 	羊晉切	j i n /³	i n c t	draw the bow	w427b0504
j ĭ ĕ n ˩˥	yinX	! yǐn / 	羊晉切	j i n /²	i n c t	draw the bow	w427b0504
j ĭ ĕ t	yit	yì	夷質切	j i t /⁴	i n c t	(an ancient weight)	w512a0505
j ĭ ĕ t	yit	yì	夷質切	j i t /⁴	i n c t	flee	w512a0407
j ĭ ĕ t	yit	yì	夷質切	j i t /⁴	i n c t	overflow	w512a0503
j ĭ ĕ t	yit	yì	夷質切	j i t /⁴	i n c t	row of dancers	w512a0502
j ĭ ə k	yik	yì	與職切	j i k /⁴	i n c t	next day	w541a0101
j ĭ ə k	yik	yì	與職切	j i k /⁴	i n c t	next day	w541a0102
j ĭ ə k	yik	yì	與職切	j i k /⁴	i n c t	shoot arrow with string attached	w540b1005
j ĭ ə k	yik	yì	與職切	j i k /⁴	i n c t	wing	w541a0102
j ĭ ə k	yik	yì	與職切	j i k /⁴	i n c t	wing	w541a0105
j ĭ ə u ˥	kjuwH	! jiù / yǒu	與久切	k j u w /³	i m n c t	suffering, distress	w346b0302
j ĭ ə u ˥	yuwX	yǒu	與久切	j u w /²	i n c t	10th earthly branch	w346a0904
j ĭ ə u ˥	yuwX	yǒu	與久切	j u w /²	i n c t	weeds	w346b0202
j ĭ ə u ˥	yuwX	yǒu	與久切	j u w /²	i n c t	window	w346b0102
j ĭ ə u ˥	yuwX	yǒu	與久切	j u w /²	i n c t	wine	w346a0904
j ĭ ə u ˩	yew	! yáo / yóu	以周切	j e w /¹	i n c t	eartheware	w238a0108
j ĭ ə u ˩	yuw	! yōu / yóu	以周切	j u w /¹	i n c t	long-brooding	w237b0603
j ĭ ə u ˩	yuw	! yōu / yóu	以周切	j u w /¹	i n c t	place where	w237b0703
j ĭ ə u ˩	yuw	yóu	以周切	j u w /¹	i n c t	float, swim	w237b1001
j ĭ ə u ˩	yuw	yóu	以周切	j u w /¹	i n c t	follow; from	w237b0702
j ĭ ə u ˩	yuw	yóu	以周切	j u w /¹	i n c t	similar	w237b0602
j ĭ ə u ˩	yuw	yóu	以周切	j u w /¹	i n c t	still, yet	w237b0602
j ĭ ə u ˩	yuw	yóu	以周切	j u w /¹	i n c t	wander about	w237b1002
j ĭ ə u ˩˥	yuw	! yóu / yòu	余救切	j u w /¹	i n c t	similar	w450a0203
j ĭ ə u ˩˥	yuw	! yóu / yòu	余救切	j u w /¹	i n c t	still, yet	w450a0203
j ĭ ə ŋ ˩	ying	yíng	余陵切	j i ŋ /¹	i n c t	fly (n.)	w235a0604
j ĭ ə ŋ ˩˥	yingH	yùn	以證切	j i ŋ /³	i n c t	pregnant	w447b0903
j ĭ ə ˥	yiX	yǐ	羊己切	j i /²	i n t	cease; already	w310a0705
j ĭ ə ˥	yiX	yǐ	羊己切	j i /²	i n t	take, use	w310a0703
j ĭ ə ˥	yiX	yǐ	羊己切	j i /²	i n t	take, use	w310a0704
j ĭ ə ˩	dojX	! dài / yí	與之切	d o j /²	i n c t	deceive, cheat	w126a0202
j ĭ ə ˩	ki	! jī / yí	與之切	k i /¹	i n t	(family name)	w126a0208
j ĭ ə ˩	yi	yí	與之切	j i /¹	i n t	I, me	w126a0301
j ĭ ə ˩	yi	yí	與之切	j i /¹	i n t	cheerful	w125b0905
j ĭ ə ˩	yi	yí	與之切	j i /¹	i n t	give to	w126a0202
j ĭ ə ˩	yi	yí	與之切	j i /¹	i n t	to present, give	w126a0102
j ĭ ə ˩	yiH	! yì / yí	與之切	j i /³	i n t	different	w125b1003
j ĭ ə ˩˥	yiH	yì	羊吏切	j i /³	i n t	different	w410a0901
j ĭ ə ˩˥	yiH	yì	羊吏切	j i /³	i n t	different	w410a0902
j ĭ ə ˩˥	yiX	! yǐ / yì	羊吏切	j i /²	i n t	cease; already	w410a1001
j ĭ ə ˩˥	ziH	! sì / yì	羊吏切	z i /³	i n t	food; feed	w410a0904
j ĭ ə ˩˥	zyik	! shí / yì	羊吏切	ʑ i k /⁴	i n c t	eat	w410a0904
j ĭ ɛi ˩˥	sjet	! xiè / yè	餘制切	s j e t /⁴	i m n c t	leak, ooze	w420a1004
j ĭ ɛi ˩˥	yejH	! xiè / yè	餘制切	j e j /³	i n c t	leak, ooze	w420a1004
j ĭ ɛ k	yeH	yì	羊益切	j e /³	i n t	easy	w536a0405
j ĭ ɛ k	yek	! yè / yì	羊益切	j e k /⁴	i n c t	fluid	w536a0501
j ĭ ɛ k	yek	yì	羊益切	j e k /⁴	i n c t	also	w536a0201
j ĭ ɛ k	yek	yì	羊益切	j e k /⁴	i n c t	armpit	w536a0201
j ĭ ɛ k	yek	yì	羊益切	j e k /⁴	i n c t	change; exchange	w536a0405
j ĭ ɛ k	yek	yì	羊益切	j e k /⁴	i n c t	interpret	w536a0301
j ĭ ɛ k	yek	yì	羊益切	j e k /⁴	i n c t	lizard	w536a0602
j ĭ ɛ k	yek	yì	羊益切	j e k /⁴	i n c t	post-horse	w536a0304
j ĭ ɛ k	zyek	! shè / yì	羊益切	ʑ e k /⁴	i n c t	hit with bow and arrow	w536a0606
j ĭ ɛ k	zyæH	! shè / yì	羊益切	ʑ æ /³	i n t	shoot; archer	w536a0606
j ĭ ɛ m ˥	yemX	yǎn	以冉切	j e m /²	i n c t	sharp; pierce	w351a0602
j ĭ ɛ m ˩	yem	yán	余廉切	j e m /¹	i n c t	eaves	w248a0404
j ĭ ɛ m ˩	yem	yán	余廉切	j e m /¹	i n c t	eaves	w248a0406
j ĭ ɛ m ˩	yem	yán	余廉切	j e m /¹	i n c t	gate over street or lane	w248a0403
j ĭ ɛ m ˩	yem	yán	余廉切	j e m /¹	i n c t	in danger of collapsing	w248a0405
j ĭ ɛ m ˩	yem	yán	余廉切	j e m /¹	i n c t	salt (n.)	w248a0301
j ĭ ɛ m ˩	yem	yán	余廉切	j e m /¹	i n c t	temple gate	w248a0406
j ĭ ɛ m ˩	yemH	! yàn / yán	余廉切	j e m /³	i n c t	salt (n.)	w248a0301
j ĭ ɛ m ˩˥	yem	! yán / yàn	以贍切	j e m /¹	i n c t	salt (n.)	w453a0607
j ĭ ɛ m ˩˥	yemH	yàn	以贍切	j e m /³	i n c t	brightness	w453a0603
j ĭ ɛ m ˩˥	yemH	yàn	以贍切	j e m /³	i n c t	salt (n.)	w453a0607
j ĭ ɛ m ˩˥	zim	! xún / yàn	以贍切	z i m /¹	i n c t	sacrifice of boiled meat	w453a0603
j ĭ ɛ n ˥	yenX	yǎn	以淺切	j e n /²	i n c t	flow out, extend	w329b0701
j ĭ ɛ n ˥	yenX	yǎn	以淺切	j e n /²	i n c t	overflow	w329b0702
j ĭ ɛ n ˩	yen	yán	以然切	j e n /¹	i n c t	bamboo mat	w204a0802
j ĭ ɛ n ˩	yen	yán	以然切	j e n /¹	i n c t	extend	w204a0704
j ĭ ɛ n ˩˥	yen	! yán / yǎn	<original_text>于<rewrite_text>予</rewrite_text> </original_text>線切	j e n /¹	i n c t	extend	w437b0202
j ĭ ɛ n ˩˥	yenX	yǎn	<original_text>于<rewrite_text>予</rewrite_text> </original_text>線切	j e n /²	i n c t	overflow	w437b0102
j ĭ ɛ n ˩˥	zjenH	! xiàn / yǎn	<original_text>于<rewrite_text>予</rewrite_text> </original_text>線切	z j e n /³	i m n c t	covet, desire	w437b0104
j ĭ ɛ n ˩˥	zjenH	! xiàn / yǎn	<original_text>于<rewrite_text>予</rewrite_text> </original_text>線切	z j e n /³	i m n c t	surplus, affluence	w437b0104
j ĭ ɛ p	yep	yè	與涉切	j e p /⁴	i n c t	leaf	w546b0401
j ĭ ɛu ˩	yew	yáo	餘昭切	j e w /¹	i n c t	kiln	w209b0605
j ĭ ɛu ˩	yew	yáo	餘昭切	j e w /¹	i n c t	public or military service	w209b0506
j ĭ ɛu ˩˥	yew	! yáo / yào	弋照切	j e w /¹	i n c t	shake	w438a0802
j ĭ ɛu ˩˥	yewH	yào	弋照切	j e w /³	i n c t	shine	w438a0705
j ĭ ɛu ˩˥	yewH	yào	弋照切	j e w /³	i n c t	shine	w438a0901
j ĭ ɛu ˩˥	yewH	yào	弋照切	j e w /³	i n c t	shine	w438a0902
j ĭ ɛ ŋ ˥	yengX	yǐng	以整切	j e ŋ /²	i n c t	[place name]	w343b0303
j ĭ ɛ ŋ ˩	yeng	yíng	以成切	j e ŋ /¹	i n c t	pillar	w230b0901
j ĭ ɛ ŋ ˩	yeng	yíng	以成切	j e ŋ /¹	i n c t	profit; surplus	w230b0902
k ai ˥	hɛX	! xiè / jiě	佳買切	ɣ ɛ /²	i n t	=懈 lazy	w320a0202
k ai ˥	hɛX	! xiè / jiě	佳買切	ɣ ɛ /²	i n t	understand	w320a0202
k ai ˥	kɛX	jiě	佳買切	k ɛ /²	i n t	cut up; unloose	w320a0202
k ai ˥˩	kɛ	! jia / jiā	古膎切	k ɛ /¹	i n t	good	w142b1001
k ai ˥˩	kɛ	! jiē / jiā	古膎切	k ɛ /¹	i n t	road-crossing	w142b1002
k ai ˩˥	hɛX	xiè	古隘切	ɣ ɛ /²	i n t	=懈 lazy	w423a0701
k ai ˩˥	hɛX	xiè	古隘切	ɣ ɛ /²	i n t	understand	w423a0701
k ai ˩˥	kɛX	! jiě / xiè	古隘切	k ɛ /²	i n t	cut up; unloose	w423a0701
k a m ˥˩	kæm	jiān	古銜切	k æ m /¹	i n c t	inspect	w251a0305
k a m ˥˩	kæmH	! jiàn / jiān	古銜切	k æ m /³	i n c t	mirror	w251a0305
k a m ˩˥	kæm	! jiān / jiàn	格懺切	k æ m /¹	i n c t	inspect	w454a0703
k a m ˩˥	kæmH	jiàn	格懺切	k æ m /³	i n c t	mirror	w454a0703
k a n ˥˩	kæn	jiān	古顔切	k æ n /¹	i n c t	wicked(ness)	w160b0802
k a n ˩˥	kænH	jiàn	古晏切	k æ n /³	i n c t	admonish	w433b1001
k a p	kæp	! jiā / jiǎ	古狎切	k æ p /¹	i n c t	chopsticks	w549b0903
k a p	kæp	jiǎ	古狎切	k æ p /¹	i n c t	1st heavenly stem; shell	w549b0901
k a p	ʔæp	! yā / jiǎ	古狎切	ʔ æ p /¹	i n c t	to seal, stamp	w549b0904
k au ˥	kæwX	jiǎo	古巧切	k æ w /²	i n c t	disturb	w334b0503
k au ˥	kæwX	jiǎo	古巧切	k æ w /²	i n c t	shear; scissors	w334b0603
k au ˥	kæwX	jiǎo	古巧切	k æ w /²	i n c t	twist; strangle	w334b0405
k au ˥˩	kjiw	! jiū / jiāo	古肴切	k j i w /¹	i m n c t	tie around, strangle	w211b0503
k au ˥˩	kæw	jiāo	古肴切	k æ w /¹	i n c t	cross (v.)	w211b0201
k au ˥˩	kæw	jiāo	古肴切	k æ w /¹	i n c t	glue	w211b0302
k au ˥˩	kæw	jiāo	古肴切	k æ w /¹	i n c t	suburb	w211b0402
k au ˥˩	kæwX	! jiǎo / jiāo	古肴切	k æ w /²	i n c t	glue	w211b0302
k au ˥˩	kæwX	! jiǎo / jiāo	古肴切	k æ w /²	i n c t	shear; scissors	w211b0504
k au ˥˩	ljuw	! liú / jiāo	古肴切	l j u w /¹	i m n c t	tie around, strangle	w211b0503
k au ˩˥	kæw	! jiāo / jiào	古孝切	k æ w /¹	i n c t	glue	w439a0701
k au ˩˥	kæwH	jiào	古孝切	k æ w /³	i n c t	awake (v.)	w439a0606
k au ˩˥	kæwX	! jiǎo / jiào	古孝切	k æ w /²	i n c t	glue	w439a0701
k au ˩˥	kæwX	! jiǎo / jiào	古孝切	k æ w /²	i n c t	shear; scissors	w439a0604
k au ˩˥	kæwk	! jué / jiào	古孝切	k æ kʷ /⁴	i n c t	awake	w439a0606
k a ˥	kuX	! gǔ / jiǎ	古疋切	k u /²	i n t	merchant; do business	w338b0306
k a ˥	kæH	! jià / jiǎ	古疋切	k æ /³	i n t	price	w338b0306
k a ˥	kæX	jiǎ	古疋切	k æ /²	i n t	a kind of ritual vessel	w338b0401
k a ˥	kæX	jiǎ	古疋切	k æ /²	i n t	borrow#borrow	w338b0305
k a ˥	kæX	jiǎ	古疋切	k æ /²	i n t	borrow; false	w338b0304
k a ˥	kæX	jiǎ	古疋切	k æ /²	i n t	great	w338b0304
k a ˥˩	kæ	jiā	古牙切	k æ /¹	i n t	add	w218b0702
k a ˥˩	kæ	jiā	古牙切	k æ /¹	i n t	boar	w218b0804
k a ˥˩	kæ	jiā	古牙切	k æ /¹	i n t	excellent	w218b0607
k a ˥˩	kæ	jiā	古牙切	k æ /¹	i n t	household	w218b0701
k a ˩˥	kuX	! gǔ / jià	古訝切	k u /²	i n t	merchant; do business	w442a0806
k a ˩˥	kæH	jià	古訝切	k æ /³	i n t	grain; sow (v.)	w442a0701
k a ˩˥	kæH	jià	古訝切	k æ /³	i n t	hitch horses to a chariot	w442a0606
k a ˩˥	kæH	jià	古訝切	k æ /³	i n t	marry	w442a0702
k a ˩˥	kæH	jià	古訝切	k æ /³	i n t	price	w442a0801
k a ˩˥	kæH	jià	古訝切	k æ /³	i n t	price	w442a0806
k a ˩˥	kæX	! jiǎ / jià	古訝切	k æ /²	i n t	borrow; false	w442a0802
k a ˩˥	kæX	! jiǎ / jià	古訝切	k æ /²	i n t	great	w442a0802
k i ei ˥˩	kej	jī	古奚切	k e j /¹	i n c t	accord with	w141a0107
k i ei ˥˩	kej	jī	古奚切	k e j /¹	i n c t	calculate	w141a0107
k i ei ˥˩	kej	jī	古奚切	k e j /¹	i n c t	crosspiece of wood on top of pillar	w141a0201
k i ei ˥˩	kej	jī	古奚切	k e j /¹	i n c t	cultivate (field)	w141a0107
k i ei ˥˩	kej	jī	古奚切	k e j /¹	i n c t	fowl	w141a0106
k i ei ˥˩	kej	jī	古奚切	k e j /¹	i n c t	fowl, chicken	w141a0105
k i ei ˥˩	kej	jī	古奚切	k e j /¹	i n c t	hairpin	w141a0202
k i ei ˥˩	khejX	jī	古奚切	kʰ e j /²	i n c t	bow the head to the ground	w141a0107
k i ei ˩˥	hejH	! xì / jì	古詣切	ɣ e j /³	i n c t	attach; suspend	w417b0803
k i ei ˩˥	kejH	! xì / jì	古詣切	k e j /³	i n c t	tie (v.)	w417b0801
k i ei ˩˥	kejH	jì	古詣切	k e j /³	i n c t	calculate	w417b0705
k i ei ˩˥	kejH	jì	古詣切	k e j /³	i n c t	hair-knot, chignon	w417b0901
k i ei ˩˥	kejH	jì	古詣切	k e j /³	i n c t	tie (v.)	w417b0803
k i e k	kek	jī	古歷切	k e k /⁴	i n c t	dam up and cause to rush up (of water)	w537b0606
k i e k	kek	jī	古歷切	k e k /⁴	i n c t	strike (v.)	w537b0607
k i e m ˥˩	kem	jiān	古甜切	k e m /¹	i n c t	combine; at the same time	w250a0203
k i e m ˥˩	kem	jiān	古甜切	k e m /¹	i n c t	rush, sedge	w250a0303
k i e m ˩˥	kem	jiān	古念切	k e m /¹	i n c t	combine; at the same time	w453b1001
k i e n ˥˩	ken	! qiān / jiān	古賢切	k e n /¹	i n c t	even, level (SW)	w202a0504
k i e n ˥˩	ken	jiān	古賢切	k e n /¹	i n c t	shoulder (n.)	w202a0601
k i e n ˥˩	ken	jiān	古賢切	k e n /¹	i n c t	solid, strong	w202a0406
k i e n ˩˥	henH	! xiàn / jiàn	古電切	ɣ e n /³	i n c t	appear	w435a1003
k i e n ˩˥	henH	! xiàn / jiàn	古電切	ɣ e n /³	i n c t	cause to appear, introduce	w435a1003
k i e n ˩˥	kenH	jiàn	古電切	k e n /³	i n c t	see (v.)	w435a1003
k i e p	kæp	! jiā / jiá	古協切	k æ p /¹	i n c t	chopsticks	w548a0404
k i e t	ket	jié	古屑切	k e t /⁴	i n c t	grasp (v.)	w523a1002
k i e t	ket	jié	古屑切	k e t /⁴	i n c t	lift up the skirts	w523a1001
k i e t	ket	jié	古屑切	k e t /⁴	i n c t	pure, purify	w523a0901
k i e t	ket	jié	古屑切	k e t /⁴	i n c t	tie, knot	w523a0805
k i e t	kɛt	jié	古屑切	k ɛ t /⁴	i n c t	lift up the skirts	w523a1001
k i eu ˥˩	kew	! jiāo / xiāo	古堯切	k e w /¹	i n c t	seek; follow a course	w208a0604
k i eu ˩˥	kek	! jī / jiào	古弔切	k e k /⁴	i n c t	dam up and cause to rush up (of water)	w437b0906
k i eu ˩˥	kew	! jiāo / jiào	古弔切	k e w /¹	i n c t	seek; follow a course	w437b0903
k i eu ˩˥	kewH	jiào	古弔切	k e w /³	i n c t	shout	w437b0901
k i e ŋ ˥	kengX	jǐng	古挺切	k e ŋ /²	i n c t	cut the throat	w344b0602
k i e ŋ ˥˩	keng	jīng	古靈切	k e ŋ /¹	i n c t	a vein of water	w232a0903
k i e ŋ ˥˩	keng	jīng	古靈切	k e ŋ /¹	i n c t	regulate; norm	w232a0802
k i e ŋ ˩˥	keng	! jīng / jìng	古定切	k e ŋ /¹	i n c t	regulate; norm	w447a0902
k i e ŋ ˩˥	kengH	jìng	古定切	k e ŋ /³	i n c t	small path	w447a0901
k iw ei ˥˩	kwej	guī	古攜切	k w e j /¹	i m n c t	jade scepter	w142a0803
k iw e k	kwek	jú	古闃切	k w e k /⁴	i m n c t	place name	w539a0904
k iw e k	kwek	jú	古闃切	k w e k /⁴	i m n c t	shrike	w539a0905
k iw e n ˥˩	hwenX	xuàn	古𤣥切	ɣ w e n /²	i m n c t	pure (of jade)	w203b0202
k iw e t	kwet	jué	古穴切	k w e t /⁴	i m n c t	farewell words	w523b0604
k iw e t	kwet	jué	古穴切	k w e t /⁴	i m n c t	open a passage for a stream	w523b0804
k iw e t	kwet	jué	古穴切	k w e t /⁴	i m n c t	open; decide	w523b0804
k iw e t	kwet	jué	古穴切	k w e t /⁴	i m n c t	treacherous; deceive	w523b0603
k iw e ŋ ˥˩	kweng	jiōng	古螢切	k w e ŋ /¹	i m n c t	door bolt	w234b0303
k i əu ˥	kjiwX	jiū	居黝切	k j i w /²	i m n c t	plait, unite	w348b0103
k i əu ˥˩	kjiw	jiū	居虯切	k j i w /¹	i m n c t	down-curving (sc. branch)	w243b0303
k i əu ˥˩	kjiw	jiū	居虯切	k j i w /¹	i m n c t	twist (v.)	w243b0303
k i ˥	kijX	! jī / jǐ	居履切	k i j /²	i n c t	small table, stool	w308a1003
k i ˥	kijX	jǐ	居履切	k i j /²	i n c t	stool	w308a0803
k i ˥˩	kij	jī	居夷切	k i j /¹	i n c t	flesh	w123a0102
k i ˥˩	kij	jī	居夷切	k i j /¹	i n c t	hungry	w122b1005
k i ˥˩	kijX	jī	居夷切	k i j /²	i n c t	small table, stool	w123a0101
k i ˩˥	kijH	jì	几利切	k i j /³	i n c t	hope	w408a0701
k u k	kuwk	gǔ	古禄切	k u kʷ /⁴	i n c t	nave of a wheel	w502a0603
k u k	kuwk	gǔ	古禄切	k u kʷ /⁴	i n c t	valley	w502a0702
k u o k	kowk	! gào / gù	古沃切	k o kʷ /⁴	i n c t	(place name)	w507b0706
k u o ŋ ˥˩	kuwng	gōng	古冬切	k u ŋʷ /¹	i n c t	work at	w113a0702
k u ŋ ˥˩	kuwng	gōng	古紅切	k u ŋʷ /¹	i n c t	father; prince	w110a0805
k u ŋ ˥˩	kuwng	gōng	古紅切	k u ŋʷ /¹	i n c t	impartial, just; public	w110a0805
k u ŋ ˥˩	kuwng	gōng	古紅切	k u ŋʷ /¹	i n c t	officer	w111a0501
k u ŋ ˥˩	kuwng	gōng	古紅切	k u ŋʷ /¹	i n c t	work	w111a0501
k u ŋ ˥˩	kuwng	gōng	古紅切	k u ŋʷ /¹	i n c t	work at	w111a0604
k u ŋ ˥˩	kuwng	gōng	古紅切	k u ŋʷ /¹	i n c t	work, effort	w111a0401
k u ŋ ˩˥	komH	! gàn / gòng	古送切	k o m /³	i n c t	the Gàn river in Jiangxi	w402b0403
k u ŋ ˩˥	komX	! gàn / gòng	古送切	k o m /²	i n c t	the Gàn river	w402b0403
k u ŋ ˩˥	kuwngH	gòng	古送切	k u ŋʷ /³	i n c t	tribute	w402b0402
k u ŋ ˩˥	kæwngH	! jiàng / gòng	古送切	k æ ŋʷ /³	i n c t	rainbow	w402b0502
k u ɑi ˩˥	hwajH	! huì / kuài	古外切	ɣ w a j /³	i m n c t	come together	w422b0201
k u ɑi ˩˥	kwajH	kuài	古外切	k w a j /³	i m n c t	calculate; calculation	w422b0201
k u ɑi ˩˥	kwajH	kuài	古外切	k w a j /³	i m n c t	watering channel, drain	w422a1003
k u ɑ k	kwak	! guǒ / guō	古博切	k w a k /⁴	i m n c t	outer coffin	w532a0501
k u ɑ k	kwak	guō	古博切	k w a k /⁴	i m n c t	outer wall	w532a0302
k u ɑ n ˥	kwanX	guǎn	古滿切	k w a n /²	i m n c t	tube; flute	w327a0701
k u ɑ n ˥	kwanX	guǎn	古滿切	k w a n /²	i m n c t	tube; flute	w327a0702
k u ɑ n ˥˩	kwan	! guàn / guān	古丸切	k w a n /¹	i m n c t	pass through the center	w159a0503
k u ɑ n ˥˩	kwan	guān	古丸切	k w a n /¹	i m n c t	cap (n.)	w159a0601
k u ɑ n ˥˩	kwan	guān	古丸切	k w a n /¹	i m n c t	inner coffin	w159a0501
k u ɑ n ˥˩	kwan	guān	古丸切	k w a n /¹	i m n c t	look (v.)	w159a0502
k u ɑ n ˥˩	kwan	guān	古丸切	k w a n /¹	i m n c t	official (n.)	w159a0206
k u ɑ n ˥˩	kwanH	! guàn / guān	古丸切	k w a n /³	i m n c t	cap (v.)	w159a0601
k u ɑ n ˥˩	kwanH	! guàn / guān	古丸切	k w a n /³	i m n c t	pass through the center	w159a0503
k u ɑ n ˥˩	kwanH	! guàn / guān	古丸切	k w a n /³	i m n c t	watchtower	w159a0502
k u ɑ n ˩˥	kwan	! guān / guàn	古玩切	k w a n /¹	i m n c t	cap (n.)	w433a0401
k u ɑ n ˩˥	kwan	! guān / guàn	古玩切	k w a n /¹	i m n c t	inner coffin	w433a0601
k u ɑ n ˩˥	kwan	! guān / guàn	古玩切	k w a n /¹	i m n c t	look (v.)	w433a0402
k u ɑ n ˩˥	kwan	guàn	古玩切	k w a n /¹	i m n c t	pass through the center	w432b1004
k u ɑ n ˩˥	kwanH	! guǎn / guàn	古玩切	k w a n /³	i m n c t	lodging-house	w433a0101
k u ɑ n ˩˥	kwanH	guàn	古玩切	k w a n /³	i m n c t	cap (v.)	w433a0401
k u ɑ n ˩˥	kwanH	guàn	古玩切	k w a n /³	i m n c t	heron	w433a0204
k u ɑ n ˩˥	kwanH	guàn	古玩切	k w a n /³	i m n c t	pass through the center	w432b1004
k u ɑ n ˩˥	kwanH	guàn	古玩切	k w a n /³	i m n c t	pour out libation	w432b1006
k u ɑ n ˩˥	kwanH	guàn	古玩切	k w a n /³	i m n c t	watchtower	w433a0402
k u ɑ ŋ ˥	kwangH	guǎng	古晃切	k w a ŋ /³	i m n c t	distance from east to west	w341a1002
k u ɑ ŋ ˥	kwangX	guǎng	古晃切	k w a ŋ /²	i m n c t	wide	w341a1002
k u ɑ ŋ ˥˩	hwæng	! héng / guāng	古黃切	ɣ w æ ŋ /¹	i m n c t	crosswise; horizontal	w226a1005
k u ɑ ŋ ˥˩	kwang	guāng	古黃切	k w a ŋ /¹	i m n c t	light, bright	w226a0806
k u ɑ ŋ ˩˥	kwang	guāng	古曠切	k w a ŋ /¹	i m n c t	light, bright	w445b0802
k u ɑ ˥	hwanX	! huàn / guǒ	古火切	ɣ w a n /²	i m n c t	turn around (as a wheel)	w337a0701
k u ɑ ˥	hwojX	! huì / guǒ	古火切	ɣ w o j /²	i m n c t	turn around (as a wheel)	w337a0701
k u ɑ ˥	hwæ	! huá / guǒ	古火切	ɣ w æ /¹	i m n t	row (v.)	w337a0703
k u ɑ ˥	hwæX	! huà / guǒ	古火切	ɣ w æ /²	i m n t	turn around (as a wheel)	w337a0701
k u ɑ ˥	kwaX	guǒ	古火切	k w a /²	i m n t	fruit; result	w337a0601
k u ɑ ˥	kwaX	guǒ	古火切	k w a /²	i m n t	kwaX.lwaX a kind of wasp	w337a0705
k u ɑ ˥	kwaX	guǒ	古火切	k w a /²	i m n t	to wrap	w337a0704
k u ɑ ˥˩	kwa	! guō / gē	古禾切	k w a /¹	i m n t	to pass	w216a1002
k u ɑ ˥˩	kwa	! guō / gē	古禾切	k w a /¹	i m n t	tough, fibrous (vegetables)	w216a1002
k u ɑ ˥˩	kwa	gē	古禾切	k w a /¹	i m n t	dagger-axe	w216a1001
k u ɑ ˥˩	kwaH	! guò / gē	古禾切	k w a /³	i m n t	to pass; transgress	w216a1002
k u ɑ ˩˥	hwæ	! huá / guò	古臥切	ɣ w æ /¹	i m n t	row (v.)	w441b0204
k u ɑ ˩˥	kwa	! guō / guò	古臥切	k w a /¹	i m n t	to pass	w441b0201
k u ɑ ˩˥	kwa	! guō / guò	古臥切	k w a /¹	i m n t	tough, fibrous (vegetables)	w441b0201
k u ɑ ˩˥	kwaH	guò	古臥切	k w a /³	i m n t	to pass; transgress	w441b0201
k u ɑ ˩˥	kwaX	! guǒ / guò	古臥切	k w a /²	i m n t	to wrap	w441b0202
k u ɒi ˥˩	kwoj	guī	公回切	k w o j /¹	i m n c t	kind of precious stone	w145a0105
k u ə k	kwok	guó	古或切	k w o k /⁴	i m n c t	state (n.)	w542b0903
k u ə n ˥˩	kwon	kūn	古渾切	k w o n /¹	i m n c t	elder brother	w154b0809
k u ə t	hwɛt	! huá / gǔ	古忽切	ɣ w ɛ t /⁴	i m n c t	slippery	w517b0103
k u ə t	kwot	gǔ	古忽切	k w o /¹ t	i m n t i	bone	w517a1004
k u ə ŋ ˥˩	kwong	gōng	古弘切	k w o ŋ /¹	i m n c t	(upper) arm	w236a0903
k u ˥	kuX	gǔ	公戸切	k u /²	i n t	ancient	w317a0803
k u ˥	kuX	gǔ	公戸切	k u /²	i n t	blind	w317a1002
k u ˥	kuX	gǔ	公戸切	k u /²	i n t	drum (v.)	w317a1001
k u ˥	kuX	gǔ	公戸切	k u /²	i n t	merchant; do business	w317b0205
k u ˥	kuX	gǔ	公戸切	k u /²	i n t	noxious vermin	w317b0101
k u ˥	kuX	gǔ	公戸切	k u /²	i n t	ram	w317b0201
k u ˥	kuX	gǔ	公戸切	k u /²	i n t	thigh	w317a1003
k u ˥	kæH	! jià / gǔ	公戸切	k æ /³	i n t	price	w317b0205
k u ˥˩	ku	gū	古胡切	k u /¹	i n t	father's sister	w137b0202
k u ˥˩	ku	gū	古胡切	k u /¹	i n t	net	w137b0405
k u ˥˩	ku	gū	古胡切	k u /¹	i n t	orphan	w137b0101
